PERID,RESIGNED
10000283,0.980191699366
10000284,0.886995858516
10000290,0.942753224778
10000293,0.240868200085
10000294,0.455850586284
10000297,0.64167160634
10000305,0.414906854659
10000312,0.14291875328
10000313,0.627194067262
10000315,0.397224356087
10000317,0.799194334447
10000318,0.8368148522
10000322,0.754421586448
10000323,0.92670644959
10000324,0.332528078552
10000330,0.196420261336
10000332,0.944715856668
10000333,0.232129244889
10000334,0.183576394529
10000335,0.86800771872
10000337,0.266506245211
10000338,0.744041187309
10000340,0.509042951303
10000344,0.302806073559
10000347,0.910447660597
10000348,0.429610551198
10000350,0.769296255101
10000354,0.976413607359
10000357,0.821932849465
10000358,0.8319097715
10000362,0.433560392254
10000365,0.652905421376
10000368,0.50525600461
10000373,0.861639354736
10000378,0.0760598506289
10000382,0.757394580356
10000384,0.0552709868084
10000386,0.419766412579
10000390,0.309169653188
10000392,0.179382488957
10000395,0.464063570373
10000396,0.720421273993
10000399,0.461473252954
10000400,0.311284967712
10000409,0.515831760972
10000415,0.350094930188
10000416,0.130986647556
10000420,0.0376150461135
10000421,0.696900904409
10000423,0.130235829128
10000427,0.662389454947
10000428,0.235206526795
10000431,0.216929806806
10000433,0.284508936561
10000434,0.447391725787
10000435,0.00440325482452
10000438,0.298791822848
10000439,0.474510711334
10000443,0.801126189325
10000444,0.123893220116
10000449,0.473500519505
10000450,0.165788221333
10000453,0.0316454445207
10000455,0.207572507179
10000456,0.88350768733
10000457,0.132095650124
10000460,0.674430647567
10000462,0.627390749229
10000464,0.529248918505
10000476,0.212591136619
10000480,0.686837395283
10000481,0.986022395739
10000483,0.812220072196
10000485,0.748003219949
10000486,0.0487279447486
10000489,0.402941393543
10000491,0.489767327554
10000492,0.527933759026
10000493,0.148355941983
10000503,0.598293532597
10000506,0.186682576884
10000508,0.502111279548
10000513,0.437727457348
10000514,0.593818445323
10000516,0.504276620148
10000517,0.974144280923
10000518,0.875452344747
10000520,0.947626046282
10000521,0.792512605884
10000522,0.8432189402
10000524,0.152256014199
10000526,0.515828365238
10000538,0.70057324956
10000540,0.5912238559
10000542,0.0891839888891
10000545,0.122447085187
10000546,0.53195263411
10000547,0.919538657908
10000549,0.33692847001
10000553,0.0506915681766
10000554,0.906560817446
10000555,0.792138138424
10000556,0.0750861049191
10000561,0.891312269108
10000562,0.703595387952
10000563,0.337971019094
10000567,0.761672908727
10000570,0.297214973312
10000573,0.78393568419
10000577,0.285894294645
10000580,0.416455134186
10000581,0.491234705577
10000585,0.774438165156
10000591,0.246556019716
10000592,0.135258475905
10000594,0.531239343387
10000599,0.416661695473
10000601,0.670407629703
10000606,0.764994507562
10000609,0.585951974597
10000615,0.492646293925
10000616,0.939363308105
10000617,0.133427054185
10000619,0.0545110157937
10000620,0.579776734721
10000625,0.454573983871
10000628,0.252137517348
10000629,0.612394235488
10000630,0.159240333041
10000632,0.613646465108
10000634,0.267877372302
10000635,0.970452555364
10000641,0.903068738981
10000643,0.252339329227
10000648,0.542228855294
10000651,0.26184183239
10000653,0.514502938456
10000654,0.841944539683
10000658,0.175915220463
10000663,0.649309821083
10000664,0.81366663487
10000665,0.706710318122
10000668,0.597409033663
10000669,0.141058681966
10000670,0.641609304258
10000671,0.430900743592
10000675,0.334157972503
10000677,0.966017820681
10000685,0.378477554033
10000686,0.151658990682
10000688,0.251714589609
10000693,0.256645235742
10000694,0.531154127772
10000695,0.390131985232
10000696,0.807762646293
10000697,0.395780489463
10000700,0.119054367586
10000702,0.377211480234
10000706,0.379469747885
10000712,0.728833007743
10000714,0.913733811565
10000715,0.229602574262
10000716,0.622068328977
10000717,0.102988662174
10000718,0.294794066767
10000721,0.371631194727
10000729,0.691503629974
10000734,0.598866884104
10000737,0.172782748399
10000738,0.743907363764
10000740,0.691725737501
10000746,0.516738873845
10000747,0.700691354913
10000750,0.20463732903
10000751,0.142222526457
10000756,0.639932932145
10000757,0.0159204488901
10000760,0.427886889877
10000763,0.153885230375
10000764,0.219201801376
10000765,0.223220358292
10000767,0.9104069688
10000768,0.482111944037
10000770,0.983165389759
10000772,0.247695636366
10000773,0.63921500271
10000774,0.296437513322
10000780,0.686163940328
10000782,0.451229709941
10000783,0.292518895388
10000784,0.963903829944
10000786,0.873432421152
10000787,0.132907989079
10000794,0.216503138015
10000795,0.151361391949
10000796,0.304045505835
10000801,0.998621044616
10000802,0.552740137613
10000803,0.479367168669
10000811,0.0312188496511
10000812,0.571472132367
10000818,0.0249824004534
10000820,0.714544764268
10000821,0.0448016384889
10000822,0.729205446
10000826,0.614246088588
10000827,0.589763200545
10000829,0.481040005828
10000831,0.592998373216
10000832,0.98855634641
10000836,0.886986041105
10000838,0.445846980482
10000841,0.65520314408
10000849,0.0968735746351
10000850,0.863376193171
10000851,0.751549860531
10000855,0.974360556928
10000858,0.475082518978
10000859,0.28406641358
10000863,0.839478142933
10000867,0.596058488916
10000868,0.105313773049
10000869,0.577661671354
10000876,0.326920545215
10000881,0.194413657737
10000884,0.0122959614045
10000885,0.263906874346
10000887,0.988151472463
10000889,0.409735715258
10000890,0.715463027584
10000891,0.278549238793
10000895,0.121900016717
10000897,0.971704421102
10000902,0.722904769772
10000909,0.723513103302
10000913,0.58367016111
10000914,0.408762831477
10000916,0.46461850356
10000921,0.796443142254
10000924,0.780086580131
10000925,0.88863564763
10000935,0.798663746371
10000936,0.48542881294
10000937,0.994059410813
10000942,0.106256866489
10000943,0.945131587972
10000948,0.165370341621
10000955,0.277914329004
10000957,0.65782908547
10000959,0.0975438457339
10000960,0.445285794711
10000965,0.94051205616
10000967,0.58529037271
10000977,0.713989279253
10000979,0.552059837083
10000980,0.0602234753764
10000981,0.324592760247
10000985,0.234966059837
10000987,0.957679279596
10000989,0.25616757004
10000994,0.573848211952
10000995,0.0203086589522
10001002,0.375928774087
10001011,0.437414182066
10001014,0.0500922897122
10001016,0.278036291802
10001017,0.911276391461
10001021,0.6319864976
10001024,0.319539204983
10001027,0.754753718846
10001029,0.473110337054
10001030,0.536389464767
10001031,0.204802162995
10001033,0.361779207439
10001040,0.00194630798858
10001042,0.91054075068
10001045,0.0456587959114
10001048,0.427372024578
10001051,0.184174458472
10001052,0.759337480972
10001060,0.736634880173
10001065,0.969786160184
10001066,0.294969901251
10001068,0.433127237032
10001081,0.0412895144865
10001082,0.0908129051143
10001086,0.4119436919
10001088,0.483479815815
10001089,0.399667505245
10001093,0.448443375701
10001100,0.386535140294
10001102,0.723887860141
10001105,0.883029721449
10001110,0.878894157266
10001114,0.457872557395
10001115,0.103463839894
10001116,0.976249719145
10001117,0.623201356335
10001119,0.595953600748
10001121,0.29511314966
10001122,0.347919852924
10001124,0.78916171285
10001129,0.946729557313
10001131,0.313071442498
10001132,0.781594782732
10001133,0.602467060486
10001142,0.787085073868
10001145,0.534348926474
10001154,0.539742407486
10001156,0.36588531908
10001158,0.857739385584
10001159,0.844372059305
10001166,0.510478278873
10001169,0.11544192292
10001176,0.610516359599
10001177,0.342836211296
10001179,0.115580569777
10001180,0.1550638654
10001184,0.313283422084
10001193,0.846457722226
10001201,0.520496803221
10001203,0.589419681383
10001206,0.978604722581
10001207,0.35272922787
10001210,0.680431262568
10001212,0.484836358813
10001219,0.489362976659
10001220,0.934638184145
10001227,0.969665588376
10001234,0.447142990087
10001237,0.0715329114526
10001238,0.00916649204599
10001241,0.281914493385
10001243,0.332054154323
10001244,0.390849878858
10001249,0.595115142057
10001250,0.8783880521
10001252,0.445037223235
10001253,0.280421367988
10001255,0.918298276509
10001263,0.528713309501
10001264,0.487883527808
10001276,0.250732582715
10001278,0.14738538997
10001286,0.879946105467
10001287,0.637543092543
10001290,0.396029971425
10001295,0.00594183663121
10001302,0.656227613093
10001304,0.925641482781
10001316,0.862605279497
10001320,0.832363168583
10001323,0.75985061628
10001325,0.674975066417
10001327,0.667508768953
10001332,0.427290705611
10001335,0.166490931094
10001338,0.893662143461
10001341,0.0912276391695
10001342,0.529704975703
10001345,0.862523478052
10001347,0.84153358234
10001349,0.864375921485
10001350,0.0284960578911
10001358,0.657843306566
10001361,0.308552685291
10001362,0.339551693205
10001363,0.952684780799
10001365,0.875829901482
10001374,0.973687338059
10001376,0.570648238085
10001377,0.520480205443
10001378,0.409846388123
10001381,0.380482928872
10001383,0.635103627781
10001385,0.406657197394
10001386,0.855098691138
10001387,0.254558734486
10001389,0.506570807222
10001391,0.907761266693
10001393,0.762342630801
10001394,0.839763015186
10001395,0.219447508908
10001397,0.847232978845
10001398,0.582952041584
10001401,0.0724342406618
10001404,0.679782964428
10001406,0.127398408173
10001407,0.714686492312
10001416,0.679048172294
10001424,0.325747450448
10001425,0.611204511007
10001426,0.0253506075215
10001427,0.966175005696
10001432,0.853942214898
10001440,0.699837274011
10001444,0.730046263859
10001450,0.784815526696
10001459,0.466038196801
10001463,0.954259176518
10001464,0.274040724626
10001466,0.909273659836
10001467,0.0971056858894
10001470,0.335574129579
10001472,0.729564623896
10001474,0.564217692472
10001481,0.550121130909
10001483,0.161018261657
10001485,0.878225113177
10001488,0.286209239628
10001491,0.896709632288
10001492,0.293435803394
10001496,0.602283817144
10001497,0.455278084504
10001498,0.922286451746
10001503,0.937407638255
10001506,0.641521323413
10001510,0.50187859384
10001512,0.635014580979
10001514,0.68978626224
10001516,0.76452269211
10001517,0.993130234699
10001521,0.432704785878
10001522,0.653433888063
10001524,0.663870573786
10001525,0.155502013692
10001527,0.461762745276
10001530,0.888501037137
10001531,0.0822211370651
10001532,0.199005079972
10001534,0.858060509593
10001548,0.99066657987
10001549,0.68450668191
10001550,0.771504674017
10001552,0.308655013069
10001553,0.0106889645794
10001554,0.0481467504496
10001555,0.266196988656
10001566,0.911920691471
10001568,0.149629393244
10001570,0.313449418606
10001576,0.748358191301
10001579,0.644863034189
10001584,0.451300900409
10001586,0.844905947251
10001587,0.0332308666028
10001588,0.181066438309
10001593,0.983734133116
10001596,0.461653006431
10001598,0.974158780449
10001601,0.785814038996
10001605,0.917288262725
10001610,0.685531723087
10001612,0.289057382859
10001613,0.268598520541
10001614,0.964684482098
10001618,0.999096461993
10001621,0.416329697236
10001622,0.116815400038
10001623,0.873962167114
10001626,0.022536736025
10001631,0.932439591964
10001633,0.378078921433
10001638,0.185536101666
10001642,0.792031326865
10001644,0.498726146249
10001648,0.311729566548
10001649,0.265795513545
10001652,0.656382713083
10001654,0.498175233947
10001655,0.235193458755
10001657,0.177500282212
10001664,0.724994830297
10001665,0.404893460916
10001666,0.444879702471
10001670,0.176006741831
10001676,0.473321845604
10001678,0.583484738528
10001679,0.219973568851
10001681,0.0294310679061
10001682,0.675626614043
10001685,0.474150019752
10001687,0.356052401067
10001692,0.477686604854
10001693,0.921716041855
10001705,0.169509291597
10001706,0.200624224614
10001708,0.0722218009606
10001711,0.517447771861
10001714,0.299091307974
10001718,0.346625696123
10001720,0.331589726282
10001721,0.217937967156
10001726,0.805165030224
10001732,0.480690572045
10001735,0.101606623876
10001739,0.958516984311
10001741,0.842270288017
10001742,0.194526590483
10001750,0.0222293245267
10001751,0.71386434451
10001755,0.500997512609
10001758,0.634903394258
10001760,0.753879953219
10001762,0.772891423817
10001764,0.15338424049
10001765,0.425451527735
10001772,0.560428840922
10001776,0.139963728589
10001780,0.381670694151
10001784,0.132566140349
10001785,0.746770970574
10001793,0.0840113664548
10001799,0.00968774845564
10001801,0.65662092332
10001802,0.947734711568
10001803,0.157698811218
10001804,0.587540548355
10001807,0.834388411917
10001809,0.255999314871
10001811,0.752168455209
10001816,0.877447096356
10001819,0.146712736966
10001821,0.843069836929
10001822,0.198752043709
10001824,0.206035667821
10001825,0.46762433646
10001827,0.000938018671541
10001831,0.614363243001
10001834,0.0531352698503
10001836,0.596897836684
10001837,0.711905643689
10001840,0.457114151382
10001841,0.82977929584
10001847,0.453409529362
10001859,0.631756061159
10001862,0.763495142915
10001864,0.816751380609
10001866,0.680526691724
10001867,0.515208859766
10001868,0.0928868841249
10001879,0.0579301756359
10001881,0.47867149836
10001883,0.168053654214
10001890,0.529665130322
10001892,0.484870333561
10001893,0.222133227971
10001897,0.0549559688063
10001899,0.6921310254
10001900,0.689838791668
10001904,0.115099919245
10001905,0.100961035627
10001907,0.949920119288
10001909,0.484332932896
10001912,0.655346509315
10001919,0.999904115059
10001922,0.381629757281
10001926,0.701934609701
10001928,0.951982949876
10001929,0.576009698795
10001934,0.0552620762633
10001935,0.868529989315
10001939,0.453753257394
10001940,0.987911930794
10001941,0.581968943344
10001942,0.467934599783
10001943,0.235973179409
10001946,0.136121549968
10001949,0.266118617314
10001953,0.382997226182
10001957,0.214058606776
10001958,0.409568469855
10001961,0.45760446199
10001962,0.786201015993
10001963,0.121801742759
10001964,0.0108601572973
10001966,0.102565420354
10001973,0.0910449338056
10001974,0.0974996717869
10001975,0.144807710347
10001976,0.0807100858916
10001978,0.0123907104694
10001981,0.778780955855
10001983,0.315689682638
10001985,0.637800589973
10001986,0.398783112649
10001987,0.419981466704
10001988,0.944539959888
10001991,0.0197316116044
10001997,0.271595251032
10001998,0.0156390240387
10002001,0.083264618932
10002002,0.848896695394
10002004,0.346072330538
10002006,0.989674776115
10002008,0.635326357812
10002009,0.862953353628
10002010,0.77331379978
10002012,0.848153090846
10002014,0.217235172922
10002016,0.0205771274976
10002018,0.0434792872754
10002019,0.419673112475
10002022,0.176085240677
10002025,0.910342414459
10002027,0.983941470882
10002028,0.298381523022
10002034,0.895528764664
10002036,0.775862273923
10002037,0.0291210682159
10002043,0.626510704382
10002047,0.445125170612
10002049,0.519984206754
10002050,0.0541248589453
10002051,0.251543652886
10002053,0.139611624303
10002054,0.21906645038
10002055,0.854289562674
10002057,0.246041043392
10002058,0.100929794209
10002060,0.62174713155
10002063,0.838354947721
10002068,0.841407404247
10002074,0.382844446458
10002075,0.70526347031
10002077,0.770468514964
10002079,0.67825217096
10002081,0.665092810835
10002086,0.889160653133
10002095,0.932652487376
10002097,0.451949288556
10002099,0.797284075593
10002101,0.487666992544
10002102,0.819467150319
10002104,0.377471177799
10002106,0.263645606365
10002107,0.441641903966
10002112,0.252983859514
10002117,0.972358942687
10002119,0.56034284739
10002120,0.670478865947
10002122,0.241782146788
10002131,0.742435580141
10002133,0.729695614709
10002136,0.0205751025164
10002137,0.965590657428
10002139,0.391563828635
10002140,0.441966260598
10002142,0.204347084003
10002146,0.54502698391
10002147,0.0174879309632
10002150,0.315434078056
10002151,0.477789772463
10002152,0.500180081696
10002153,0.576293210365
10002155,0.457617338078
10002156,0.359022627945
10002158,0.608123112731
10002159,0.87144828424
10002161,0.765817271603
10002162,0.185624014968
10002163,0.539658873872
10002172,0.408971413986
10002175,0.57177498109
10002177,0.387962587553
10002180,0.673967988142
10002182,0.69490421646
10002184,0.718783511715
10002187,0.291315636871
10002190,0.963133462134
10002191,0.650608429075
10002194,0.882411993078
10002197,0.225395314459
10002198,0.124569763728
10002203,0.419130482749
10002205,0.0238044335159
10002206,0.741425044374
10002207,0.942411123094
10002211,0.742985615138
10002214,0.727533804521
10002217,0.882284494727
10002218,0.641263463029
10002221,0.417040714412
10002223,0.525403858755
10002228,0.540747270991
10002229,0.2832060075
10002230,0.812132321103
10002231,0.829951631773
10002234,0.303790449107
10002237,0.97620203616
10002238,0.9777036803
10002239,0.851157316452
10002242,0.0733387099748
10002244,0.472979453889
10002246,0.499203744817
10002248,0.785291354836
10002251,0.24608205953
10002257,0.415389758106
10002266,0.353041458219
10002268,0.621762244856
10002271,0.01517440328
10002273,0.369825080062
10002278,0.0310962262918
10002279,0.57865814361
10002280,0.81287844772
10002284,0.563803141403
10002286,0.369603978209
10002287,0.801056615794
10002288,0.93097624442
10002289,0.376975253521
10002290,0.747545591716
10002293,0.723885668555
10002296,0.843884095667
10002300,0.597006038875
10002303,0.494838573999
10002306,0.65997793621
10002307,0.996545776525
10002308,0.00654013660172
10002309,0.749481888515
10002310,0.203262336364
10002311,0.825049663864
10002313,0.0494709509934
10002314,0.265540370712
10002316,0.103747493228
10002317,0.787787523385
10002320,0.161472429505
10002321,0.173615790517
10002324,0.643278687733
10002329,0.305137047251
10002337,0.722918139744
10002340,0.887979008384
10002341,0.02143927793
10002345,0.340972880043
10002349,0.233864469882
10002352,0.00430335164935
10002354,0.212200501573
10002357,0.945805198434
10002361,0.906073973256
10002364,0.0926250527314
10002365,0.10937902841
10002366,0.01761337521
10002367,0.617944962537
10002369,0.0731193534012
10002370,0.987035648559
10002378,0.0837591771893
10002390,0.47069701656
10002393,0.469711286041
10002396,0.995099675327
10002397,0.561222000641
10002399,0.258520211496
10002402,0.0329306414784
10002404,0.757773522041
10002406,0.99388593341
10002407,0.722811321707
10002408,0.988555598498
10002410,0.38823978367
10002414,0.516214799186
10002417,0.656969216133
10002424,0.851253474516
10002429,0.135806408024
10002431,0.339557331501
10002432,0.508997508091
10002433,0.275603992677
10002434,0.090176940228
10002436,0.971957831478
10002437,0.495422213601
10002440,0.243867455677
10002441,0.308228181846
10002443,0.639032088176
10002444,0.58533645387
10002445,0.817448302179
10002446,0.0815953645355
10002449,0.560421838823
10002450,0.88282949347
10002454,0.208247239184
10002456,0.379584870023
10002457,0.153553697377
10002458,0.107258181063
10002459,0.639137773213
10002462,0.190038545303
10002465,0.647459858419
10002469,0.413139982636
10002470,0.586366158187
10002472,0.019281394472
10002474,0.953260543112
10002476,0.913677701444
10002477,0.350313527023
10002480,0.201923960917
10002482,0.238221390353
10002490,0.494845459205
10002492,0.739987407237
10002499,0.884975248541
10002500,0.827980250796
10002503,0.904872883088
10002505,0.92736937314
10002507,0.134719774322
10002508,0.271908037525
10002512,0.717183840289
10002516,0.926974226274
10002518,0.693960307547
10002519,0.686882163897
10002521,0.352984754216
10002524,0.135133174577
10002527,0.744058800247
10002532,0.833290658051
10002536,0.593619322358
10002540,0.180559795082
10002542,0.443139706294
10002549,0.488425651595
10002553,0.97952990466
10002554,0.626528541972
10002555,0.968538236761
10002556,0.0938380100882
10002557,0.0187072522196
10002558,0.281634659273
10002565,0.853665506993
10002566,0.938302766795
10002568,0.250458782262
10002572,0.16262424603
10002574,0.570589469762
10002575,0.550672082663
10002577,0.618712494664
10002580,0.396612865337
10002583,0.0944369579462
10002586,0.751463551507
10002589,0.035460118629
10002592,0.105613068138
10002593,0.140541417437
10002594,0.430388617504
10002595,0.331800153457
10002596,0.478040779719
10002597,0.104627858721
10002598,0.52552212729
10002600,0.684459113343
10002601,0.104040684253
10002604,0.409089271183
10002605,0.104009578611
10002610,0.682409043987
10002612,0.469254090284
10002615,0.377180258432
10002618,0.85696974098
10002621,0.426571082761
10002622,0.676829670375
10002625,0.701828625377
10002626,0.739528853486
10002627,0.0747472937968
10002632,0.143147002819
10002633,0.163871175448
10002639,0.444155072201
10002640,0.824256752215
10002641,0.496810958707
10002642,0.85889666333
10002644,0.111586404054
10002649,0.757720194698
10002652,0.791030054167
10002656,0.113973547802
10002657,0.660485655461
10002658,0.862564870713
10002659,0.0812822167835
10002671,0.514041386984
10002672,0.526757958926
10002674,0.390863411399
10002675,0.399317221483
10002676,0.393387122858
10002677,0.714006736954
10002678,0.369074671447
10002686,0.348169714291
10002692,0.717578351511
10002695,0.909989571993
10002696,0.494812260765
10002697,0.370722442345
10002702,0.6641777317
10002703,0.227061429009
10002704,0.619432955558
10002707,0.554310009385
10002712,0.351732375053
10002715,0.114560827716
10002717,0.359914842923
10002720,0.320455641735
10002722,0.225007613024
10002735,0.204414551788
10002740,0.00634443614797
10002741,0.228774104118
10002744,0.437859558537
10002745,0.168013776146
10002746,0.181186578195
10002747,0.0306303293454
10002754,0.599167009449
10002760,0.316298083574
10002762,0.427770284291
10002764,0.567564633827
10002765,0.306756852025
10002766,0.934723737822
10002768,0.972844733628
10002770,0.405264759997
10002772,0.291638101819
10002774,0.584186583975
10002778,0.87517486682
10002780,0.0567388083913
10002788,0.580156448874
10002790,0.207668984809
10002792,0.169836325064
10002798,0.0548004482896
10002799,0.18340564486
10002803,0.941756779496
10002806,0.700376033071
10002807,0.546020242083
10002808,0.111552971366
10002818,0.0326735022917
10002820,0.228842524021
10002821,0.13619096995
10002823,0.460543545396
10002827,0.544877650924
10002828,0.426516407559
10002831,0.463897226186
10002834,0.109689868704
10002835,0.813686257909
10002836,0.971001005813
10002838,0.155031588212
10002841,0.480002130902
10002843,0.708066809617
10002846,0.429799829682
10002848,0.14974239684
10002849,0.900472274809
10002850,0.533153023165
10002853,0.0650524413345
10002854,0.603181242725
10002855,0.864249251979
10002860,0.716086894729
10002864,0.392348597029
10002870,0.873472943457
10002871,0.763170346516
10002872,0.598215027683
10002875,0.561517041936
10002880,0.191568141606
10002884,0.97108988041
10002890,0.406529936302
10002892,0.636846042914
10002895,0.275081318602
10002896,0.698100098896
10002901,0.976188477679
10002902,0.542199962287
10002904,0.716362972295
10002906,0.616661329097
10002908,0.814646492022
10002912,0.755679592664
10002913,0.224015006634
10002915,0.947393017087
10002917,0.744896596424
10002918,0.0681116895789
10002919,0.025519001232
10002923,0.875110142669
10002924,0.939731761448
10002928,0.572819809866
10002929,0.718277075853
10002931,0.321325009087
10002933,0.532163206699
10002938,0.592378661344
10002939,0.234917834482
10002941,0.0799084758116
10002942,0.0479690789922
10002943,0.616398533049
10002944,0.869622157475
10002946,0.994106276919
10002947,0.306441654866
10002948,0.412629936447
10002955,0.267594958208
10002957,0.842749281143
10002958,0.987910688143
10002961,0.450296534397
10002962,0.653786071257
10002972,0.581731887706
10002973,0.532951673832
10002977,0.0167595345701
10002978,0.62795896441
10002979,0.329070067843
10002981,0.379763608693
10002983,0.684893330193
10002984,0.323943311244
10002986,0.583172889716
10002988,0.852503406368
10002989,0.101396636473
10002991,0.563494519346
10002996,0.051198037644
10002998,0.290083854525
10003004,0.0208586203305
10003006,0.940661898505
10003007,0.621770271175
10003008,0.28099957298
10003014,0.485684459366
10003015,0.147137741814
10003017,0.907251608707
10003018,0.818317328405
10003021,0.74190444474
10003025,0.56338714855
10003027,0.12381045828
10003033,0.104749873757
10003034,0.334754732386
10003041,0.254677650011
10003042,0.672121507357
10003046,0.828848456222
10003048,0.679567452905
10003049,0.483576938814
10003052,0.90530104447
10003061,0.964935885962
10003069,0.116673475582
10003070,0.782507657249
10003072,0.4506342536
10003075,0.366727671162
10003080,0.472544519319
10003082,0.592534027269
10003084,0.425337591195
10003090,0.039309095288
10003092,0.635151080926
10003095,0.22956669909
10003097,0.844165648046
10003100,0.509796159453
10003102,0.323082787693
10003109,0.972294237021
10003112,0.953232396401
10003115,0.88048177473
10003116,0.0839905253954
10003121,0.726319249322
10003123,0.846832501239
10003125,0.471533373574
10003129,0.440261004625
10003130,0.06558270394
10003141,0.438294064549
10003146,0.483864303693
10003154,0.691770170894
10003156,0.533435767678
10003158,0.552006852132
10003162,0.424817527122
10003163,0.0756394488436
10003166,0.394491571872
10003167,0.81573601298
10003170,0.932939993192
10003172,0.672024210046
10003173,0.397045577658
10003174,0.828752343997
10003176,0.092444406403
10003179,0.716794458862
10003180,0.233731937043
10003181,0.443810421595
10003185,0.685848437346
10003188,0.52162469291
10003193,0.898025123879
10003196,0.264010764655
10003201,0.805600811282
10003204,0.320619844784
10003207,0.688009193742
10003208,0.841261315259
10003211,0.533225598073
10003214,0.304325229508
10003216,0.168880842714
10003221,0.938707602705
10003222,0.213715821665
10003223,0.0716963951786
10003224,0.377263751483
10003230,0.872499438514
10003232,0.670683813897
10003234,0.49589632692
10003235,0.513053463869
10003236,0.392857692261
10003243,0.982446525462
10003244,0.94877703806
10003245,0.656453334236
10003248,0.0771029538261
10003256,0.894699196798
10003257,0.513773248076
10003270,0.853711881599
10003272,0.821657805939
10003273,0.620716510706
10003281,0.0404520757265
10003282,0.831985762179
10003283,0.416404519148
10003285,0.791775655608
10003288,0.401297445754
10003289,0.42216862777
10003290,0.593871959108
10003291,0.498972562504
10003294,0.617733905084
10003295,0.414787137587
10003296,0.718008167487
10003298,0.907867555625
10003306,0.884161930634
10003309,0.306626572952
10003311,0.90419736526
10003316,0.154246393236
10003319,0.748546174974
10003321,0.303933637885
10003323,0.0174784121013
10003324,0.183130462267
10003329,0.248443801785
10003331,0.272639584828
10003336,0.72611421267
10003337,0.398084143309
10003340,0.65346343949
10003345,0.331735315364
10003346,0.614696112027
10003351,0.917831066998
10003354,0.82580278122
10003356,0.801013587202
10003359,0.540132038306
10003361,0.707094791439
10003362,0.0885034045496
10003363,0.345247495248
10003364,0.490491949333
10003366,0.275394271339
10003368,0.450548683767
10003373,0.234100919866
10003374,0.148287231076
10003375,0.0663860786594
10003378,0.280222634809
10003379,0.869202109455
10003383,0.197403801148
10003384,0.513556101416
10003386,0.0697118046918
10003387,0.561744836609
10003389,0.56040317993
10003390,0.814221020744
10003392,0.772958270745
10003396,0.973751757221
10003398,0.134274234069
10003399,0.736311242314
10003400,0.0855172476147
10003401,0.325341499058
10003403,0.585532541953
10003407,0.894318851543
10003410,0.849591561883
10003413,0.347454007073
10003415,0.523992034421
10003421,0.248766737706
10003423,0.388384689906
10003426,0.71702600644
10003429,0.0589250555829
10003431,0.348435400371
10003432,0.492599482452
10003434,0.142357646616
10003435,0.932356357093
10003438,0.453315359696
10003439,0.423326595169
10003441,0.505394530606
10003445,0.366585528066
10003457,0.627255099428
10003458,0.040391189743
10003460,0.249259540953
10003468,0.0431046334068
10003471,0.900104665455
10003472,0.171856149762
10003474,0.958110827401
10003476,0.688669021602
10003479,0.412930536966
10003485,0.86434964613
10003486,0.740843411995
10003491,0.445954135919
